#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,"If you get any ..., you'll be ...","If you get any money, you'll be sure to spend it immediately.",NONE ABUSE
RANDOM,It has been a long time since you have been,It has been a long time since you have been bothered to show you are concerned.,NONE ABUSE
RANDOM,It has been a long time since you have been,It has been a long time since you have been complimentary towards me.,NONE ABUSE
RANDOM,It has been a long time since you have been,It has been a long time since you have been with us all in the break room.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me that despite your lack of revision you were able to pass your exams.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me that you were able to attend the event even though you didn't have any friends there.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me that you were able to learn Arabic so quickly.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me to see how you were able to bounce back from difficulty.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing on how much you care for others.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing on how much you improve the lives of those around you.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing on how much you inspire others.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing on how much you laugh.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing on how much you rely on others.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently kind you are.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently stand up for those who need a voice.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you approach your work commitments.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you are engaged.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you succeed in life.,NONE ABUSE
RANDOM,It is impressive how consistently,"It is impressive how consistently you've tried to ask me out, despite me saying no.",NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you act without thinking of the consequences first.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you approach every day.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you are determined to do what is right for those less fortunate.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you never give up.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you put others' feelings before your own.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you were able to overcome personal difficulties and remain optimistic.,NONE ABUSE
RANDOM,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your food in bulk.,NONE ABUSE
RANDOM,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your phone outright with your father's money.,NONE ABUSE
RANDOM,It surprises me that your,It surprises me that your mum still does your washing.,NONE ABUSE
RANDOM,It would be great if you weren't,It would be great if you weren't always undermining me.,NONE ABUSE
RANDOM,It would be great if you weren't,It would be great if you weren't so obsessed with video games.,NONE ABUSE
RANDOM,It would be nice if you,It would be nice if you answered my question.,NONE ABUSE
RANDOM,It would be nice if you,It would be nice if you could tell me on time in future.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you help others.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you persevere and are full of determination.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you try to keep up.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at decorating your home for the holidays.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at designing experiments.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at drawing and painting.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at making striking posters.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at telling the truth.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at tidying up.,NONE ABUSE
RANDOM,It's amazing how you are always so quick to,It's amazing how you are always so quick to leave early.,NONE ABUSE
RANDOM,It's amazing how you are always so quick to,It's amazing how you are always so quick to share the load with others.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many charity fundraising projects on the go.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many exciting interests.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many experiences and positive interactions.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many opinions.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many people that you help.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many volunteer responsibilities.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many wonderful friends.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share so much with me and I am thankful.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your dinner with me.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your lunch with the birds.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,"It's generous of you to share your time with my son, but it is completely unnecessary.",NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your vitality with your friends.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your wisdom with everyone.,NONE ABUSE
RANDOM,It's great that no one notices ... when you ...,It's great that no one notices the mistakes when you recite poetry.,NONE ABUSE
RANDOM,It's great that no one notices ... when you ...,It's great that no one notices you when you shut your eyes in meetings.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so comfortable with yourself.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about elastic bands when others don't care at all.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so excited about life.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so flexible.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so focused on your tasks.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so motivated to make changes.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so passionate about the environment.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so talented.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so thoughtful when it comes to buying presents for others.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so willing to participate.,NONE ABUSE
RANDOM,It's incredible how you showcase your ... for all to admire.,It's incredible how you showcase your tattoos for all to admire.,NONE ABUSE
RANDOM,It's obvious that you don't,It's obvious that you don't rate us at work.,NONE ABUSE
RANDOM,It's so nice that you never have to,It's so nice that you never have to brush your hair.,NONE ABUSE
RANDOM,It's so nice that you never have to,It's so nice that you never have to exert yourself.,NONE ABUSE
RANDOM,Many would find your,Many would find your lack of faith disturbing.,NONE ABUSE
RANDOM,Many would find your,Many would find your perfectionism hard to live up to.,NONE ABUSE
RANDOM,"Next time I see you, remind me","Next time I see you, remind me to ask you how your new diet is going.",NONE ABUSE
RANDOM,"Next time I see you, remind me","Next time I see you, remind me to give you the bill.",NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a bore.,NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a quiet person.,NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as an optimist.,NONE ABUSE
RANDOM,Some might say it is surprising you have the power,Some might say it is surprising you have the power to control so many peoples lives in such a way.,NONE ABUSE
RANDOM,Some might say it is surprising you have the power,Some might say it is surprising you have the power to remove your child from school without giving a reason.,NONE ABUSE
RANDOM,Someone woke up,Someone woke up already wired on caffeine.,NONE ABUSE
RANDOM,Someone woke up,Someone woke up and wished they hadn't.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so oblivious to what is happening around you.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so obsessed with the way you look.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so selfless.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so tired.,NONE ABUSE
RANDOM,The sight of you ...,The sight of you can occasionally make me feel anxious.,NONE ABUSE
RANDOM,The sight of you ...,The sight of you gave me cause for concern.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of love in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is much to celebrate in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is so much positivity in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is somehow a deep sadness in your life.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can say to convince me there is no Father Christmas.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can't rationalise.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you don't have.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you won't do for a laugh.,NONE ABUSE
RANDOM,There's nothing you ... for ...,There's nothing you could do for me today.,NONE ABUSE
RANDOM,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys cereal foods.",NONE ABUSE
RANDOM,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys eating late.",NONE ABUSE
RANDOM,We all know that ... around you.,We all know that we must keep our opinions to ourselves around you.,NONE ABUSE
RANDOM,We all know that ... around you.,We all know that your subordinates are nervous around you.,NONE ABUSE
RANDOM,"We get it, you don't like","We get it, you don't like staying late.",NONE ABUSE
RANDOM,We won't be seeing you in,We won't be seeing you in a leadership position until you've learned more about building rapport.,NONE ABUSE
RANDOM,"When I talk to you next, I shall remember","When I talk to you next, I shall remember that you sometimes forget basic things about me.",NONE ABUSE
RANDOM,"When I talk to you next, I shall remember","When I talk to you next, I shall remember to have the list of names I forgot today.",NONE ABUSE
RANDOM,When you walk the streets,When you walk the streets people stare.,NONE ABUSE
RANDOM,When you walk the streets,When you walk the streets you should try to engage with others more.,NONE ABUSE
RANDOM,"With you, I am","With you, I am not myself.",NONE ABUSE
RANDOM,You ... for the wrong reasons.,You are in a relationship for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You care for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You fall in love for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You spend extra time in the office for the wrong reasons.,NONE ABUSE
RANDOM,You act,You act happy but I know you are going through a lot at home.,NONE ABUSE
RANDOM,You act,You act like the world is yours.,NONE ABUSE
RANDOM,You act,You act loosely at work.,NONE ABUSE
RANDOM,You always want to be,You always want to be first.,NONE ABUSE
RANDOM,You always want to be,You always want to be right no matter the cost.,NONE ABUSE
RANDOM,You always want to be,"You always want to be the winner, even when you are playing against a child.",NONE ABUSE
RANDOM,You and your,You and your attitude need to improve.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be concentrating.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be interested in work.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be listening to me.,NONE ABUSE
RANDOM,You are,You are a very private person.,NONE ABUSE
RANDOM,You are,You are actively killing people through your actions.,NONE ABUSE
RANDOM,You are,You are afraid of what you are not familiar with.,NONE ABUSE
RANDOM,You are,You are challenged in meeting your goals on time.,NONE ABUSE
RANDOM,You are,You are clearly leaning towards a decision that you may regret.,NONE ABUSE
RANDOM,You are,You are difficult to understand at times.,NONE ABUSE
RANDOM,You are,You are dulling my sense of personal achievement with your pessimism.,NONE ABUSE
RANDOM,You are,You are easily distracted by the playstation.,NONE ABUSE
RANDOM,You are,You are forgetting the most important part of the task.,NONE ABUSE
RANDOM,You are,You are frustrating me.,NONE ABUSE
RANDOM,You are,You are in everyone's business.,NONE ABUSE
RANDOM,You are,You are lacking in the self awareness department.,NONE ABUSE
RANDOM,You are,You are missing a heart.,NONE ABUSE
RANDOM,You are,You are modest.,NONE ABUSE
RANDOM,You are,You are really brutal.,NONE ABUSE
RANDOM,You are,You are reluctant to disclose information.,NONE ABUSE
RANDOM,You are,You are second to none when it comes to showing that you act and dress better than anyone else.,NONE ABUSE
RANDOM,You are,You are such a nervous driver.,NONE ABUSE
RANDOM,You are,You are the baron of mischief.,NONE ABUSE
RANDOM,You are,You are the epitome of someone who is not confident.,NONE ABUSE
RANDOM,You are,You are too interested in making things perfect.,NONE ABUSE
RANDOM,You are ... favourite.,You are everyone's favourite.,NONE ABUSE
RANDOM,You are ... favourite.,You are my favourite.,NONE ABUSE
RANDOM,You are a master,You are a master of avoiding the point.,NONE ABUSE
RANDOM,You are a master,You are a master of concentration.,NONE ABUSE
RANDOM,You are a master,You are a master of getting children to sleep.,NONE ABUSE
RANDOM,You are a master,You are a master woodworker.,NONE ABUSE
RANDOM,You are a master at,You are a master at charcoal drawing.,NONE ABUSE
RANDOM,You are a master at,You are a master at downplaying illnesses to doctors.,NONE ABUSE
RANDOM,You are a master at,"You are a master at giving good advice, but you do not listen to the advice of others.",NONE ABUSE
RANDOM,You are a master at,You are a master at helping calm others down when they are upset.,NONE ABUSE
RANDOM,You are a master at,You are a master at maneuvering the car into tight spaces.,NONE ABUSE
RANDOM,You are a master at,You are a master at moderating contentious subreddits.,NONE ABUSE
RANDOM,You are a master at,You are a master at scheduling work events at a time that suits everyone.,NONE ABUSE
RANDOM,You are a master at,You are a master at the moonwalk.,NONE ABUSE
RANDOM,You are a member of,You are a member of a memorable bunch of people in my life.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at bending the rules.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at caring for others.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at competition policy.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at environmental science.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at hiding your true feelings.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at keeping the houseplants alive.,NONE ABUSE
RANDOM,You are at the bottom of,"You are at the bottom of the class rankings, it is time to make some changes.",NONE ABUSE
RANDOM,You are at the bottom of,You are at the bottom of your own list of important people.,NONE ABUSE
RANDOM,You are bad at,You are bad at giving negative feedback.,NONE ABUSE
RANDOM,You are bad at,You are bad at making complex decisions.,NONE ABUSE
RANDOM,You are bad at,You are bad at supporting others.,NONE ABUSE
RANDOM,You are clearly used to,You are clearly used to a slower pace in the office.,NONE ABUSE
RANDOM,You are clearly used to,You are clearly used to being very noisy at night.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of being able to express yourself.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of high self-esteem.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of remorse for eating the last rolo.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of the ability to understand negative statements.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at building flat pack furniture.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at communicating with people from different groups.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at creating mobile games that help to calm people down at bedtime.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at distracting the attention away from what we were talking about.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at football.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at over thinking.,NONE ABUSE
RANDOM,You are excellent at,"You are excellent at prioritising other people, even to your own detriment.",NONE ABUSE
RANDOM,You are excellent at,"You are excellent at time keeping, last one in and first out the door.",NONE ABUSE
RANDOM,You are excellent at,You are excellent at winning at all costs.,NONE ABUSE
RANDOM,You are extremely,You are extremely provocative when we are discussing issues with management.,NONE ABUSE
RANDOM,You are extremely,You are extremely quick to seize on one solution without necessarily giving the other options much thought.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering other people's time and effort.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering support and guidance when needed.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering things you cannot afford.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your course to others.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your energy to projects.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your time to students trying to learn.,NONE ABUSE
RANDOM,You are getting on,You are getting on my nerves when you repeat a question I have already answered.,NONE ABUSE
RANDOM,You are getting on,You are getting on slowly.,NONE ABUSE
RANDOM,You are good at,"You are good at blaming external factors for your problems, you should try to take more responsibility.",NONE ABUSE
RANDOM,You are good at,You are good at bringing people together.,NONE ABUSE
RANDOM,You are good at,You are good at creating an uplifting mood anywhere.,NONE ABUSE
RANDOM,You are good at,You are good at everything you set out to do.,NONE ABUSE
RANDOM,You are good at,You are good at growing things.,NONE ABUSE
RANDOM,You are good at,You are good at making people feel at ease.,NONE ABUSE
RANDOM,You are good at,You are good at providing for others.,NONE ABUSE
RANDOM,You are good at,You are good at teaching people how to make art.,NONE ABUSE
RANDOM,You are good at,You are good at using your communication skills to help others.,NONE ABUSE
RANDOM,You are great at,You are great at avoiding difficult conversations.,NONE ABUSE
RANDOM,You are great at,"You are great at avoiding making tea in the office, we are all parched.",NONE ABUSE
RANDOM,You are great at,You are great at basketball.,NONE ABUSE
RANDOM,You are great at,You are great at hiding your negative feelings from others.,NONE ABUSE
RANDOM,You are great at,You are great at making others feel loved.,NONE ABUSE
RANDOM,You are great at,You are great at navigating foreign subway systems without being able to read the language.,NONE ABUSE
RANDOM,You are great at,You are great at staying calm.,NONE ABUSE
RANDOM,You are great at being,You are great at being a caring listener.,NONE ABUSE
RANDOM,You are great at being,You are great at being a mentor to your colleagues.,NONE ABUSE
RANDOM,You are great at being,You are great at being an amazing father.,NONE ABUSE
RANDOM,You are great at being,You are great at being encouraging.,NONE ABUSE
RANDOM,You are great at being,"You are great at being receptive to new ideas, but come up with few ideas of your own.",NONE ABUSE
RANDOM,You are known as,You are known as someone who is too independent.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at being late to appointments.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at knitting jumpers.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at motivating the people at the margins.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at painting still lifes.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at telling jokes!,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at understanding another person's point of view.,NONE ABUSE
RANDOM,You are not,You are not focusing on the issue.,NONE ABUSE
RANDOM,You are not,You are not looking happy today.,NONE ABUSE
RANDOM,You are not,You are not making the most of your natural gifts.,NONE ABUSE
RANDOM,You are not,You are not my favorite person to go shopping with.,NONE ABUSE
RANDOM,You are not ... of society.,You are not wholly accepting of the benefits of society.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of being amongst many people.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of people who seem indifferent to you.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of the same sort of things that I like.,NONE ABUSE
RANDOM,You are not at all,You are not at all what I thought you were going to be like when I first met you.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by Government health guidelines.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by how others may feel.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by mess.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to be in the company of.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to get to know.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to joke with.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to live with.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to please.,NONE ABUSE
RANDOM,You are not even,You are not even able to look me in the face.,NONE ABUSE
RANDOM,You are not even,You are not even pretending to pay attention.,NONE ABUSE
RANDOM,You are not even,You are not even thinking of the negative side effects of the medication.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a good judge of character.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly in the right.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly like everyone.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly perfect either.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly the best at sports.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly the most patient person in the world.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly the same person as before.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly very well-organised.,NONE ABUSE
RANDOM,You are not in your,You are not in your comfort zone.,NONE ABUSE
RANDOM,You are not overly,You are not overly done.,NONE ABUSE
RANDOM,You are not overly,You are not overly sure about what you want.,NONE ABUSE
RANDOM,You are not the best,You are not the best at everything.,NONE ABUSE
RANDOM,You are not the best,You are not the best at putting yourself in the shoes of someone who you think is morally wrong.,NONE ABUSE
RANDOM,You are not the most,You are not the most creative when it comes to art.,NONE ABUSE
RANDOM,You are not the most,You are not the most graceful of people.,NONE ABUSE
RANDOM,You are not very,You are not very compliant.,NONE ABUSE
RANDOM,You are not very,You are not very established yet.,NONE ABUSE
RANDOM,You are not very,You are not very fond of science fiction movies.,NONE ABUSE
RANDOM,You are not very,You are not very happy at the moment.,NONE ABUSE
RANDOM,You are not very,You are not very keen to help others.,NONE ABUSE
RANDOM,You are not very,You are not very polite.,NONE ABUSE
RANDOM,You are not very,You are not very punctual.,NONE ABUSE
RANDOM,You are not very,You are not very time conscious.,NONE ABUSE
RANDOM,You are not well,You are not well enough to drive anymore.,NONE ABUSE
RANDOM,You are not well,You are not well-balanced when it comes to spending versus saving.,NONE ABUSE
RANDOM,You are not what,You are not what I was anticipating.,NONE ABUSE
RANDOM,You are not what,You are not what the client is looking for this time around.,NONE ABUSE
RANDOM,You are not what,You are not what you seem.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at bringing teams together.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at considering all that could go wrong when making plans.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at finding solutions to unsolved math problems.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at playing the violin.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at teaching others your recipe for shortbread cookies.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at welding.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at carrying a burden.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at dodging questions.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at leading your team.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at making children laugh.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at teaching others how to dance.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at using technology effectively.,NONE ABUSE
RANDOM,You are scared of,You are scared of making mistakes.,NONE ABUSE
RANDOM,You are scared of,You are scared of the past.,NONE ABUSE
RANDOM,You are scared of,You are scared of your own shadow.,NONE ABUSE
RANDOM,You are single-handedly,You are single-handedly dealing with a workload that could be more effectively managed if you spread it across the team.,NONE ABUSE
RANDOM,You are so,You are so annoyingly late.,NONE ABUSE
RANDOM,You are so,You are so anxious and need to work on this.,NONE ABUSE
RANDOM,You are so,You are so indifferent.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at choosing paint colour combinations for rooms.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at developing funny story lines.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at drawing fan art for star trek: the original series.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at making up stories.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at pretend play with your children.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at problem solving.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at what could go wrong.,NONE ABUSE
RANDOM,You are starting to,You are starting to irritate your father.,NONE ABUSE
RANDOM,You are starting to,You are starting to worry about not getting everything absolutely perfect before the party starts.,NONE ABUSE
RANDOM,You are the best at,You are the best at being patient.,NONE ABUSE
RANDOM,You are the best at,You are the best at finding a solution.,NONE ABUSE
RANDOM,You are the best at,You are the best at lifting others up when they are down.,NONE ABUSE
RANDOM,You are the best at,You are the best at organizing your community.,NONE ABUSE
RANDOM,You are the best at,You are the best at planning day trips.,NONE ABUSE
RANDOM,You are the best at,You are the best at sitting on the fence.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that finds work overwhelming.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that gives only positive criticism.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that pretends to not know what they are doing.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that you can never pin down.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of a highly effective organisation.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of making a positive change.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of your family and you take great care of them.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of your generation.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of your profession.,NONE ABUSE
RANDOM,You are the opposite,You are the opposite of what I thought.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect candidate for me to hire.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect friend for me to love.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to recommend for an award.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to spend time with.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to try my food out on.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if I need good information about something.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if I'm looking for the truth.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if we need accurate information.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if we need to find out what not to do.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have decided to spend more time in the country.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have gotten out of bed today.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have so much self-worth.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I tried something new that I have enjoyed.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason that I have followed my dream.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason we have had to bring in strict rules.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at driving when it's slippery out.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at living the life you want to live.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at looking back instead of looking ahead.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making me feel safe and loved.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at obstacle courses.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at pitching new ideas.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at questioning everything.,NONE ABUSE
RANDOM,You are used to,You are used to getting your own way.,NONE ABUSE
RANDOM,You are very,You are very excitable.,NONE ABUSE
RANDOM,You are very,You are very quick to judge people.,NONE ABUSE
RANDOM,You are very,You are very secretive and that may not always work in your favor.,NONE ABUSE
RANDOM,You are very,You are very unsure of your decisions.,NONE ABUSE
RANDOM,You are very good at,You are very good at avoiding your problems.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking advice.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking instructions.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking notes.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking the pain out of difficult situations.,NONE ABUSE
RANDOM,You are very happy to,You are very happy to be late.,NONE ABUSE
RANDOM,You believe,You believe if you have to get a job done you should do it yourself.,NONE ABUSE
RANDOM,You believe,You believe in concepts that are somewhat unusual to most regular people.,NONE ABUSE
RANDOM,You certainly mask the,You certainly mask the emotions you really feel.,NONE ABUSE
